Data da Venda;Região;Vendedor;Seção;Vendas;Comissões
07/02/2011;Nordeste;José Luiz;Móveis e Decoração;R$ 2.225,36;R$ 44,51
07/02/2011;Sudeste;Ricardo;Cine e Foto;R$ 3.473,42;R$ 69,47
08/02/2011;Norte;João Carlos;Móveis e Decoração;R$ 3.673,10;R$ 73,46
09/02/2011;Centro;Carolina;Eletrodomésticos;R$ 2.850,31;R$ 57,01
10/02/2011;Sul;Simone;Casa e Construção;R$ 1.699,55;R$ 33,99
10/02/2011;Sudeste;Ricardo;Casa e Construção;R$ 4.013,03;R$ 80,26
11/02/2011;Sudeste;João Carlos;Roupas e Acessórios;R$ 4.930,70;R$ 98,61
11/02/2011;Sudeste;João Carlos;Cine e Foto;R$ 212,14;R$ 4,24
14/02/2011;Leste;Carolina;Móveis e Decoração;R$ 3.666,85;R$ 73,34
15/02/2011;Oeste;Ricardo;Roupas e Acessórios;R$ 228,83;R$ 4,58
17/02/2011;Norte;João Carlos;Roupas e Acessórios;R$ 1.064,41;R$ 21,29
18/02/2011;Leste;Carolina;Roupas e Acessórios;R$ 2.069,08;R$ 41,38
20/02/2011;Oeste;Ricardo;Eletrônicos;R$ 749,98;R$ 15,00
20/02/2011;Sudeste;Carolina;Móveis e Decoração;R$ 2.515,64;R$ 50,31
20/02/2011;Centro;Carolina;Eletrodomésticos;R$ 2.426,19;R$ 48,52
20/02/2011;Centro;Adriana;Utilidades Domésticas;R$ 4.043,24;R$ 80,86
22/02/2011;Oeste;José Luiz;Utilidades Domésticas;R$ 3.395,95;R$ 67,92
22/02/2011;Oeste;José Luiz;Cine e Foto;R$ 4.637,46;R$ 92,75
23/02/2011;Sul;José Luiz;Cine e Foto;R$ 4.372,85;R$ 87,46
24/02/2011;Centro;João Carlos;Esporte e Lazer;R$ 2.731,38;R$ 54,63
24/02/2011;Nordeste;José Luiz;Cama, Mesa e Banho;R$ 4.842,43;R$ 96,85
25/02/2011;Nordeste;João Carlos;Eletrodomésticos;R$ 586,45;R$ 11,73
25/02/2011;Sudeste;João Carlos;Eletrodomésticos;R$ 3.613,06;R$ 72,26
26/02/2011;Oeste;Ana Maria;Cine e Foto;R$ 1.688,39;R$ 33,77
27/02/2011;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 1.196,82;R$ 23,94
27/02/2011;Sul;Adriana;Eletrodomésticos;R$ 4.526,22;R$ 90,52
28/02/2011;Leste;Carolina;Utilidades Domésticas;R$ 3.816,47;R$ 76,33
01/03/2011;Sul;Carolina;Eletrônicos;R$ 2.675,45;R$ 53,51
05/03/2011;Sudeste;José Luiz;Móveis e Decoração;R$ 1.502,41;R$ 30,05
05/03/2011;Sudeste;Ana Maria;Roupas e Acessórios;R$ 2.015,39;R$ 40,31
05/03/2011;Nordeste;Roberto;Utilidades Domésticas;R$ 3.076,43;R$ 61,53
06/03/2011;Sul;Ricardo;Eletrônicos;R$ 4.687,20;R$ 93,74
06/03/2011;Norte;Adriana;Utilidades Domésticas;R$ 1.583,08;R$ 31,66
07/03/2011;Nordeste;Ricardo;Eletrodomésticos;R$ 253,96;R$ 5,08
08/03/2011;Norte;Roberto;Cine e Foto;R$ 2.199,43;R$ 43,99
10/03/2011;Nordeste;João Carlos;Roupas e Acessórios;R$ 2.323,72;R$ 46,47
10/03/2011;Norte;Simone;Eletrodomésticos;R$ 4.380,80;R$ 87,62
11/03/2011;Sudeste;João Carlos;Móveis e Decoração;R$ 2.043,94;R$ 40,88
13/03/2011;Sudeste;Carolina;Móveis e Decoração;R$ 2.691,83;R$ 53,84
13/03/2011;Nordeste;Adriana;Utilidades Domésticas;R$ 2.639,36;R$ 52,79
14/03/2011;Sudeste;João Carlos;Roupas e Acessórios;R$ 2.541,53;R$ 50,83
16/03/2011;Nordeste;Ana Maria;Eletrônicos;R$ 2.990,98;R$ 59,82
16/03/2011;Leste;João Carlos;Eletrodomésticos;R$ 2.369,96;R$ 47,40
16/03/2011;Centro;Adriana;Casa e Construção;R$ 1.542,80;R$ 30,86
16/03/2011;Centro;Carolina;Cine e Foto;R$ 1.355,81;R$ 27,12
17/03/2011;Nordeste;João Carlos;Roupas e Acessórios;R$ 4.472,67;R$ 89,45
20/03/2011;Nordeste;João Carlos;Cine e Foto;R$ 2.699,63;R$ 53,99
21/03/2011;Nordeste;Simone;Móveis e Decoração;R$ 755,59;R$ 15,11
21/03/2011;Leste;João Carlos;Casa e Construção;R$ 1.493,82;R$ 29,88
26/03/2011;Sudeste;Ana Maria;Móveis e Decoração;R$ 3.039,16;R$ 60,78
26/03/2011;Oeste;Ana Maria;Eletrodomésticos;R$ 836,95;R$ 16,74
27/03/2011;Nordeste;João Carlos;Roupas e Acessórios;R$ 411,93;R$ 8,24
27/03/2011;Sul;Carolina;Esporte e Lazer;R$ 4.459,91;R$ 89,20
27/03/2011;Nordeste;Adriana;Roupas e Acessórios;R$ 3.123,48;R$ 62,47
28/03/2011;Sul;João Carlos;Cine e Foto;R$ 2.916,20;R$ 58,32
28/03/2011;Sul;Roberto;Eletrodomésticos;R$ 1.314,12;R$ 26,28
29/03/2011;Sul;Carolina;Casa e Construção;R$ 3.117,01;R$ 62,34
31/03/2011;Sudeste;Ricardo;Cine e Foto;R$ 4.591,30;R$ 91,83
31/03/2011;Sul;Adriana;Utilidades Domésticas;R$ 4.761,56;R$ 95,23
01/04/2011;Norte;Ana Maria;Móveis e Decoração;R$ 3.539,51;R$ 70,79
02/04/2011;Centro;Ana Maria;Cine e Foto;R$ 4.790,60;R$ 95,81
03/04/2011;Sudeste;Ricardo;Eletrodomésticos;R$ 869,92;R$ 17,40
04/04/2011;Centro;Ricardo;Utilidades Domésticas;R$ 3.345,88;R$ 66,92
05/04/2011;Sudeste;Ricardo;Roupas e Acessórios;R$ 4.669,01;R$ 93,38
05/04/2011;Sudeste;Carolina;Roupas e Acessórios;R$ 358,07;R$ 7,16
07/04/2011;Norte;José Luiz;Móveis e Decoração;R$ 714,85;R$ 14,30
07/04/2011;Sul;Simone;Móveis e Decoração;R$ 1.063,17;R$ 21,26
08/04/2011;Sul;Roberto;Eletrônicos;R$ 691,95;R$ 13,84
09/04/2011;Sul;João Carlos;Eletrodomésticos;R$ 4.280,12;R$ 85,60
10/04/2011;Norte;José Luiz;Móveis e Decoração;R$ 4.259,86;R$ 85,20
10/04/2011;Norte;João Carlos;Utilidades Domésticas;R$ 1.428,14;R$ 28,56
10/04/2011;Centro;Carolina;Eletrônicos;R$ 357,05;R$ 7,14
11/04/2011;Oeste;Carolina;Eletrônicos;R$ 2.778,99;R$ 55,58
11/04/2011;Sudeste;Carolina;Esporte e Lazer;R$ 598,25;R$ 11,97
12/04/2011;Centro;Adriana;Eletrodomésticos;R$ 2.304,34;R$ 46,09
12/04/2011;Centro;Carolina;Casa e Construção;R$ 1.373,22;R$ 27,46
13/04/2011;Sudeste;Carolina;Cine e Foto;R$ 4.696,53;R$ 93,93
14/04/2011;Centro;Roberto;Eletrodomésticos;R$ 2.471,10;R$ 49,42
15/04/2011;Sudeste;José Luiz;Utilidades Domésticas;R$ 3.942,44;R$ 78,85
18/04/2011;Nordeste;José Luiz;Móveis e Decoração;R$ 501,37;R$ 10,03
19/04/2011;Oeste;Ricardo;Móveis e Decoração;R$ 2.271,29;R$ 45,43
20/04/2011;Sudeste;Carolina;Móveis e Decoração;R$ 4.894,04;R$ 97,88
20/04/2011;Oeste;João Carlos;Esporte e Lazer;R$ 698,30;R$ 13,97
20/04/2011;Leste;Ana Maria;Utilidades Domésticas;R$ 3.887,06;R$ 77,74
21/04/2011;Centro;Simone;Esporte e Lazer;R$ 4.630,91;R$ 92,62
21/04/2011;Sudeste;Ricardo;Eletrônicos;R$ 2.975,66;R$ 59,51
21/04/2011;Norte;Carolina;Eletrônicos;R$ 2.150,74;R$ 43,01
22/04/2011;Sul;Carolina;Cama, Mesa e Banho;R$ 3.764,35;R$ 75,29
22/04/2011;Nordeste;João Carlos;Cine e Foto;R$ 435,98;R$ 8,72
22/04/2011;Sul;Carolina;Cine e Foto;R$ 3.656,00;R$ 73,12
23/04/2011;Centro;Roberto;Cama, Mesa e Banho;R$ 2.920,79;R$ 58,42
24/04/2011;Sul;Roberto;Roupas e Acessórios;R$ 4.880,04;R$ 97,60
24/04/2011;Norte;Ana Maria;Casa e Construção;R$ 946,68;R$ 18,93
25/04/2011;Nordeste;Ricardo;Casa e Construção;R$ 3.039,26;R$ 60,79
26/04/2011;Norte;Ricardo;Roupas e Acessórios;R$ 3.030,72;R$ 60,61
27/04/2011;Sudeste;João Carlos;Esporte e Lazer;R$ 3.406,64;R$ 68,13
28/04/2011;Sudeste;Adriana;Casa e Construção;R$ 1.109,18;R$ 22,18
28/04/2011;Sudeste;Simone;Móveis e Decoração;R$ 861,98;R$ 17,24
28/04/2011;Nordeste;Ana Maria;Eletrodomésticos;R$ 1.808,44;R$ 36,17
28/04/2011;Oeste;Carolina;Utilidades Domésticas;R$ 3.037,57;R$ 60,75
30/04/2011;Centro;João Carlos;Eletrônicos;R$ 3.644,24;R$ 72,88
01/05/2011;Sul;Carolina;Eletrônicos;R$ 4.363,69;R$ 87,27
01/05/2011;Nordeste;Carolina;Casa e Construção;R$ 1.646,96;R$ 32,94
02/05/2011;Oeste;Simone;Cine e Foto;R$ 1.295,55;R$ 25,91
02/05/2011;Oeste;Carolina;Cama, Mesa e Banho;R$ 1.356,22;R$ 27,12
02/05/2011;Sudeste;João Carlos;Utilidades Domésticas;R$ 3.051,97;R$ 61,04
03/05/2011;Centro;João Carlos;Eletrodomésticos;R$ 2.507,28;R$ 50,15
04/05/2011;Sudeste;João Carlos;Eletrodomésticos;R$ 4.322,51;R$ 86,45
04/05/2011;Sul;João Carlos;Cama, Mesa e Banho;R$ 3.918,99;R$ 78,38
05/05/2011;Nordeste;José Luiz;Eletrodomésticos;R$ 3.771,55;R$ 75,43
06/05/2011;Sudeste;Carolina;Eletrônicos;R$ 4.680,61;R$ 93,61
06/05/2011;Centro;Carolina;Eletrônicos;R$ 4.707,38;R$ 94,15
07/05/2011;Nordeste;Carolina;Cine e Foto;R$ 3.064,87;R$ 61,30
07/05/2011;Sudeste;Carolina;Cine e Foto;R$ 2.865,57;R$ 57,31
07/05/2011;Leste;Carolina;Cine e Foto;R$ 2.827,12;R$ 56,54
09/05/2011;Centro;João Carlos;Móveis e Decoração;R$ 495,40;R$ 9,91
11/05/2011;Sul;Roberto;Móveis e Decoração;R$ 1.343,21;R$ 26,86
11/05/2011;Centro;Roberto;Esporte e Lazer;R$ 4.542,24;R$ 90,84
11/05/2011;Centro;Carolina;Roupas e Acessórios;R$ 2.584,62;R$ 51,69
12/05/2011;Sul;Ana Maria;Roupas e Acessórios;R$ 678,75;R$ 13,58
13/05/2011;Sul;Roberto;Utilidades Domésticas;R$ 3.567,54;R$ 71,35
14/05/2011;Nordeste;Carolina;Utilidades Domésticas;R$ 2.762,51;R$ 55,25
14/05/2011;Sudeste;João Carlos;Cama, Mesa e Banho;R$ 296,75;R$ 5,94
15/05/2011;Centro;João Carlos;Móveis e Decoração;R$ 4.513,31;R$ 90,27
15/05/2011;Sul;João Carlos;Utilidades Domésticas;R$ 369,22;R$ 7,38
15/05/2011;Norte;José Luiz;Cama, Mesa e Banho;R$ 4.440,72;R$ 88,81
15/05/2011;Centro;Simone;Esporte e Lazer;R$ 1.780,00;R$ 35,60
16/05/2011;Norte;Carolina;Utilidades Domésticas;R$ 4.934,45;R$ 98,69
17/05/2011;Sudeste;João Carlos;Casa e Construção;R$ 1.717,99;R$ 34,36
17/05/2011;Oeste;Carolina;Cine e Foto;R$ 1.115,56;R$ 22,31
18/05/2011;Sul;João Carlos;Móveis e Decoração;R$ 2.280,85;R$ 45,62
19/05/2011;Centro;José Luiz;Roupas e Acessórios;R$ 4.725,50;R$ 94,51
20/05/2011;Oeste;Carolina;Eletrodomésticos;R$ 1.134,56;R$ 22,69
21/05/2011;Sul;Carolina;Roupas e Acessórios;R$ 4.064,66;R$ 81,29
21/05/2011;Sudeste;Ana Maria;Eletrônicos;R$ 3.489,25;R$ 69,79
21/05/2011;Nordeste;Carolina;Eletrônicos;R$ 3.760,28;R$ 75,21
22/05/2011;Sul;Ana Maria;Roupas e Acessórios;R$ 571,48;R$ 11,43
22/05/2011;Sudeste;Adriana;Esporte e Lazer;R$ 1.586,75;R$ 31,74
22/05/2011;Centro;João Carlos;Móveis e Decoração;R$ 1.481,70;R$ 29,63
23/05/2011;Centro;Simone;Esporte e Lazer;R$ 4.172,58;R$ 83,45
24/05/2011;Norte;Ana Maria;Casa e Construção;R$ 4.317,60;R$ 86,35
24/05/2011;Sudeste;Ricardo;Esporte e Lazer;R$ 3.152,16;R$ 63,04
25/05/2011;Norte;Carolina;Cama, Mesa e Banho;R$ 3.346,17;R$ 66,92
25/05/2011;Sul;Ricardo;Esporte e Lazer;R$ 2.522,65;R$ 50,45
26/05/2011;Nordeste;Roberto;Utilidades Domésticas;R$ 2.355,33;R$ 47,11
27/05/2011;Sul;Carolina;Roupas e Acessórios;R$ 4.589,98;R$ 91,80
29/05/2011;Sudeste;Carolina;Roupas e Acessórios;R$ 4.084,02;R$ 81,68
31/05/2011;Norte;Ana Maria;Roupas e Acessórios;R$ 779,01;R$ 15,58
31/05/2011;Nordeste;Carolina;Roupas e Acessórios;R$ 3.696,49;R$ 73,93
31/05/2011;Oeste;José Luiz;Cine e Foto;R$ 1.932,07;R$ 38,64
31/05/2011;Sudeste;Adriana;Casa e Construção;R$ 3.144,09;R$ 62,88
01/06/2011;Oeste;João Carlos;Cine e Foto;R$ 2.951,81;R$ 59,04
01/06/2011;Centro;Carolina;Eletrônicos;R$ 1.765,12;R$ 35,30
01/06/2011;Sul;Simone;Eletrônicos;R$ 3.133,99;R$ 62,68
02/06/2011;Centro;José Luiz;Móveis e Decoração;R$ 3.404,89;R$ 68,10
03/06/2011;Sudeste;Carolina;Casa e Construção;R$ 2.605,78;R$ 52,12
05/06/2011;Centro;José Luiz;Cama, Mesa e Banho;R$ 4.130,26;R$ 82,61
06/06/2011;Oeste;Ana Maria;Eletrodomésticos;R$ 792,14;R$ 15,84
07/06/2011;Norte;João Carlos;Casa e Construção;R$ 1.085,84;R$ 21,72
09/06/2011;Sudeste;Simone;Roupas e Acessórios;R$ 4.298,79;R$ 85,98
10/06/2011;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 801,17;R$ 16,02
10/06/2011;Nordeste;João Carlos;Cama, Mesa e Banho;R$ 1.082,96;R$ 21,66
10/06/2011;Oeste;Ana Maria;Utilidades Domésticas;R$ 4.354,92;R$ 87,10
10/06/2011;Sul;Ricardo;Eletrônicos;R$ 4.549,89;R$ 91,00
10/06/2011;Sul;Ricardo;Eletrônicos;R$ 3.963,82;R$ 79,28
11/06/2011;Nordeste;João Carlos;Eletrodomésticos;R$ 3.872,16;R$ 77,44
13/06/2011;Nordeste;João Carlos;Roupas e Acessórios;R$ 3.911,88;R$ 78,24
13/06/2011;Centro;Ricardo;Roupas e Acessórios;R$ 1.249,35;R$ 24,99
13/06/2011;Leste;Ricardo;Esporte e Lazer;R$ 1.381,78;R$ 27,64
15/06/2011;Centro;Simone;Móveis e Decoração;R$ 4.331,97;R$ 86,64
15/06/2011;Sudeste;Simone;Cama, Mesa e Banho;R$ 858,30;R$ 17,17
16/06/2011;Sudeste;Carolina;Utilidades Domésticas;R$ 3.173,50;R$ 63,47
17/06/2011;Nordeste;Ana Maria;Móveis e Decoração;R$ 3.157,57;R$ 63,15
18/06/2011;Sudeste;João Carlos;Móveis e Decoração;R$ 4.384,98;R$ 87,70
19/06/2011;Centro;Ana Maria;Eletrodomésticos;R$ 1.686,92;R$ 33,74
21/06/2011;Nordeste;Ana Maria;Roupas e Acessórios;R$ 315,19;R$ 6,30
21/06/2011;Sul;Ana Maria;Utilidades Domésticas;R$ 231,99;R$ 4,64
22/06/2011;Sudeste;Carolina;Cine e Foto;R$ 371,55;R$ 7,43
23/06/2011;Sudeste;Ricardo;Utilidades Domésticas;R$ 1.300,07;R$ 26,00
25/06/2011;Centro;João Carlos;Esporte e Lazer;R$ 3.801,82;R$ 76,04
25/06/2011;Nordeste;Ricardo;Roupas e Acessórios;R$ 3.575,96;R$ 71,52
29/06/2011;Sudeste;João Carlos;Esporte e Lazer;R$ 4.199,01;R$ 83,98
29/06/2011;Nordeste;Roberto;Eletrodomésticos;R$ 255,36;R$ 5,11
29/06/2011;Norte;Carolina;Roupas e Acessórios;R$ 3.486,41;R$ 69,73
30/06/2011;Leste;Ana Maria;Cama, Mesa e Banho;R$ 3.890,83;R$ 77,82
01/07/2011;Oeste;José Luiz;Cama, Mesa e Banho;R$ 3.200,88;R$ 64,02
01/07/2011;Nordeste;João Carlos;Roupas e Acessórios;R$ 1.093,94;R$ 21,88
03/07/2011;Centro;Roberto;Utilidades Domésticas;R$ 573,79;R$ 11,48
05/07/2011;Nordeste;Roberto;Cama, Mesa e Banho;R$ 1.425,83;R$ 28,52
05/07/2011;Nordeste;Ana Maria;Cama, Mesa e Banho;R$ 2.518,03;R$ 50,36
05/07/2011;Leste;Ana Maria;Esporte e Lazer;R$ 1.044,00;R$ 20,88
05/07/2011;Sudeste;Simone;Roupas e Acessórios;R$ 3.499,81;R$ 70,00
05/07/2011;Oeste;João Carlos;Roupas e Acessórios;R$ 732,42;R$ 14,65
05/07/2011;Leste;Ana Maria;Cine e Foto;R$ 3.216,99;R$ 64,34
05/07/2011;Centro;Carolina;Utilidades Domésticas;R$ 2.932,06;R$ 58,64
06/07/2011;Centro;Carolina;Móveis e Decoração;R$ 3.716,21;R$ 74,32
07/07/2011;Sul;João Carlos;Cine e Foto;R$ 929,72;R$ 18,59
09/07/2011;Nordeste;José Luiz;Eletrônicos;R$ 3.477,26;R$ 69,55
10/07/2011;Nordeste;Ricardo;Utilidades Domésticas;R$ 1.582,63;R$ 31,65
10/07/2011;Norte;Simone;Cama, Mesa e Banho;R$ 3.529,17;R$ 70,58
11/07/2011;Sul;Adriana;Eletrônicos;R$ 1.972,02;R$ 39,44
11/07/2011;Nordeste;Simone;Casa e Construção;R$ 846,08;R$ 16,92
14/07/2011;Leste;Carolina;Cama, Mesa e Banho;R$ 1.064,90;R$ 21,30
14/07/2011;Centro;Carolina;Eletrônicos;R$ 2.944,64;R$ 58,89
14/07/2011;Sudeste;Carolina;Móveis e Decoração;R$ 2.470,21;R$ 49,40
14/07/2011;Nordeste;Roberto;Utilidades Domésticas;R$ 1.189,16;R$ 23,78
16/07/2011;Sudeste;Ricardo;Utilidades Domésticas;R$ 660,20;R$ 13,20
18/07/2011;Sudeste;Ana Maria;Cine e Foto;R$ 3.376,39;R$ 67,53
18/07/2011;Centro;João Carlos;Roupas e Acessórios;R$ 3.893,62;R$ 77,87
20/07/2011;Centro;Ana Maria;Roupas e Acessórios;R$ 2.321,39;R$ 46,43
20/07/2011;Centro;João Carlos;Esporte e Lazer;R$ 1.944,75;R$ 38,90
21/07/2011;Leste;Carolina;Roupas e Acessórios;R$ 2.223,99;R$ 44,48
21/07/2011;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 4.498,62;R$ 89,97
22/07/2011;Centro;Adriana;Eletrodomésticos;R$ 4.304,08;R$ 86,08
23/07/2011;Sudeste;José Luiz;Cine e Foto;R$ 1.742,84;R$ 34,86
24/07/2011;Norte;Adriana;Casa e Construção;R$ 4.958,41;R$ 99,17
25/07/2011;Sul;José Luiz;Utilidades Domésticas;R$ 4.689,86;R$ 93,80
25/07/2011;Sul;Carolina;Casa e Construção;R$ 1.192,66;R$ 23,85
25/07/2011;Sul;Carolina;Roupas e Acessórios;R$ 2.977,91;R$ 59,56
26/07/2011;Sudeste;Ana Maria;Eletrônicos;R$ 4.052,81;R$ 81,06
27/07/2011;Nordeste;João Carlos;Roupas e Acessórios;R$ 4.469,34;R$ 89,39
27/07/2011;Leste;Adriana;Roupas e Acessórios;R$ 2.775,38;R$ 55,51
27/07/2011;Sudeste;João Carlos;Eletrodomésticos;R$ 2.159,71;R$ 43,19
28/07/2011;Sudeste;Ricardo;Eletrônicos;R$ 3.714,85;R$ 74,30
28/07/2011;Sudeste;João Carlos;Eletrodomésticos;R$ 4.937,46;R$ 98,75
29/07/2011;Centro;Carolina;Esporte e Lazer;R$ 1.192,28;R$ 23,85
29/07/2011;Sudeste;Carolina;Esporte e Lazer;R$ 3.038,26;R$ 60,77
30/07/2011;Centro;Carolina;Esporte e Lazer;R$ 808,79;R$ 16,18
30/07/2011;Sul;Ricardo;Cama, Mesa e Banho;R$ 513,82;R$ 10,28
31/07/2011;Sudeste;Ana Maria;Cine e Foto;R$ 2.101,16;R$ 42,02
31/07/2011;Sudeste;Ricardo;Móveis e Decoração;R$ 2.680,57;R$ 53,61
01/08/2011;Centro;Ricardo;Eletrodomésticos;R$ 899,98;R$ 18,00
02/08/2011;Sudeste;João Carlos;Esporte e Lazer;R$ 4.563,94;R$ 91,28
02/08/2011;Sudeste;João Carlos;Eletrônicos;R$ 4.476,32;R$ 89,53
03/08/2011;Sul;João Carlos;Roupas e Acessórios;R$ 1.942,84;R$ 38,86
05/08/2011;Sul;João Carlos;Eletrodomésticos;R$ 1.571,46;R$ 31,43
05/08/2011;Nordeste;João Carlos;Cine e Foto;R$ 3.563,42;R$ 71,27
06/08/2011;Sudeste;Ana Maria;Eletrodomésticos;R$ 2.405,69;R$ 48,11
09/08/2011;Centro;José Luiz;Utilidades Domésticas;R$ 4.791,52;R$ 95,83
09/08/2011;Sudeste;João Carlos;Eletrônicos;R$ 2.909,04;R$ 58,18
09/08/2011;Sul;Ana Maria;Casa e Construção;R$ 4.954,60;R$ 99,09
10/08/2011;Centro;Ana Maria;Casa e Construção;R$ 2.617,67;R$ 52,35
10/08/2011;Nordeste;Ana Maria;Eletrônicos;R$ 1.752,09;R$ 35,04
11/08/2011;Sudeste;Carolina;Casa e Construção;R$ 4.217,82;R$ 84,36
12/08/2011;Norte;Simone;Cama, Mesa e Banho;R$ 4.876,89;R$ 97,54
13/08/2011;Sudeste;Simone;Móveis e Decoração;R$ 1.740,37;R$ 34,81
14/08/2011;Centro;Carolina;Eletrodomésticos;R$ 3.681,97;R$ 73,64
16/08/2011;Sul;Simone;Eletrodomésticos;R$ 1.015,79;R$ 20,32
16/08/2011;Norte;João Carlos;Móveis e Decoração;R$ 3.030,71;R$ 60,61
19/08/2011;Centro;Adriana;Móveis e Decoração;R$ 4.770,60;R$ 95,41
20/08/2011;Centro;Roberto;Esporte e Lazer;R$ 4.017,82;R$ 80,36
20/08/2011;Sul;Roberto;Roupas e Acessórios;R$ 408,94;R$ 8,18
20/08/2011;Centro;Adriana;Eletrodomésticos;R$ 4.360,55;R$ 87,21
20/08/2011;Centro;Adriana;Cama, Mesa e Banho;R$ 1.797,33;R$ 35,95
20/08/2011;Sudeste;Adriana;Eletrônicos;R$ 337,05;R$ 6,74
20/08/2011;Oeste;Ana Maria;Móveis e Decoração;R$ 2.046,13;R$ 40,92
21/08/2011;Oeste;Ricardo;Móveis e Decoração;R$ 1.673,45;R$ 33,47
22/08/2011;Nordeste;Roberto;Eletrodomésticos;R$ 1.874,22;R$ 37,48
23/08/2011;Oeste;Adriana;Móveis e Decoração;R$ 3.664,64;R$ 73,29
23/08/2011;Sudeste;Adriana;Casa e Construção;R$ 4.054,34;R$ 81,09
24/08/2011;Oeste;Adriana;Cine e Foto;R$ 4.029,80;R$ 80,60
24/08/2011;Sudeste;Carolina;Eletrodomésticos;R$ 2.937,21;R$ 58,74
24/08/2011;Oeste;Carolina;Eletrônicos;R$ 3.665,86;R$ 73,32
24/08/2011;Norte;Adriana;Utilidades Domésticas;R$ 395,76;R$ 7,92
24/08/2011;Sudeste;Ana Maria;Casa e Construção;R$ 4.766,95;R$ 95,34
25/08/2011;Sul;Carolina;Cama, Mesa e Banho;R$ 727,68;R$ 14,55
26/08/2011;Centro;Ricardo;Móveis e Decoração;R$ 2.314,66;R$ 46,29
27/08/2011;Centro;João Carlos;Roupas e Acessórios;R$ 3.385,97;R$ 67,72
27/08/2011;Leste;João Carlos;Roupas e Acessórios;R$ 4.010,32;R$ 80,21
28/08/2011;Nordeste;Ricardo;Cama, Mesa e Banho;R$ 1.956,41;R$ 39,13
29/08/2011;Leste;Simone;Eletrônicos;R$ 4.983,75;R$ 99,68
30/08/2011;Nordeste;Simone;Roupas e Acessórios;R$ 3.481,94;R$ 69,64
30/08/2011;Centro;Simone;Esporte e Lazer;R$ 4.583,92;R$ 91,68
30/08/2011;Leste;José Luiz;Cama, Mesa e Banho;R$ 2.217,22;R$ 44,34
30/08/2011;Norte;Simone;Eletrônicos;R$ 601,00;R$ 12,02
31/08/2011;Sudeste;João Carlos;Cine e Foto;R$ 3.570,21;R$ 71,40
01/09/2011;Sul;João Carlos;Casa e Construção;R$ 1.216,37;R$ 24,33
01/09/2011;Oeste;Simone;Casa e Construção;R$ 958,88;R$ 19,18
03/09/2011;Oeste;Carolina;Roupas e Acessórios;R$ 510,53;R$ 10,21
03/09/2011;Nordeste;Roberto;Eletrodomésticos;R$ 1.175,96;R$ 23,52
04/09/2011;Oeste;Ricardo;Esporte e Lazer;R$ 251,18;R$ 5,02
05/09/2011;Norte;Ricardo;Roupas e Acessórios;R$ 2.974,62;R$ 59,49
05/09/2011;Sul;Carolina;Esporte e Lazer;R$ 3.071,17;R$ 61,42
06/09/2011;Centro;João Carlos;Roupas e Acessórios;R$ 2.058,76;R$ 41,18
06/09/2011;Nordeste;João Carlos;Esporte e Lazer;R$ 1.734,16;R$ 34,68
07/09/2011;Sudeste;Carolina;Eletrônicos;R$ 2.278,24;R$ 45,56
07/09/2011;Centro;Ricardo;Móveis e Decoração;R$ 255,21;R$ 5,10
08/09/2011;Sul;Simone;Casa e Construção;R$ 2.312,84;R$ 46,26
08/09/2011;Centro;Ana Maria;Móveis e Decoração;R$ 2.106,08;R$ 42,12
08/09/2011;Leste;Ricardo;Casa e Construção;R$ 4.914,95;R$ 98,30
10/09/2011;Leste;Roberto;Móveis e Decoração;R$ 729,27;R$ 14,59
11/09/2011;Sudeste;Ana Maria;Móveis e Decoração;R$ 743,37;R$ 14,87
12/09/2011;Oeste;Carolina;Cama, Mesa e Banho;R$ 2.421,00;R$ 48,42
12/09/2011;Leste;João Carlos;Esporte e Lazer;R$ 4.941,35;R$ 98,83
13/09/2011;Nordeste;Carolina;Casa e Construção;R$ 1.074,37;R$ 21,49
13/09/2011;Centro;Ricardo;Utilidades Domésticas;R$ 2.287,46;R$ 45,75
13/09/2011;Sudeste;Simone;Casa e Construção;R$ 2.777,42;R$ 55,55
14/09/2011;Sul;Adriana;Utilidades Domésticas;R$ 4.902,87;R$ 98,06
16/09/2011;Sudeste;Ana Maria;Eletrodomésticos;R$ 2.510,07;R$ 50,20
17/09/2011;Centro;Carolina;Móveis e Decoração;R$ 2.495,61;R$ 49,91
17/09/2011;Norte;José Luiz;Eletrônicos;R$ 3.415,93;R$ 68,32
18/09/2011;Leste;Carolina;Casa e Construção;R$ 1.874,91;R$ 37,50
19/09/2011;Sul;João Carlos;Móveis e Decoração;R$ 1.925,98;R$ 38,52
20/09/2011;Nordeste;Carolina;Cine e Foto;R$ 2.284,06;R$ 45,68
20/09/2011;Leste;Ricardo;Eletrônicos;R$ 3.682,64;R$ 73,65
21/09/2011;Nordeste;Ana Maria;Roupas e Acessórios;R$ 468,45;R$ 9,37
21/09/2011;Sudeste;Simone;Eletrodomésticos;R$ 3.879,37;R$ 77,59
21/09/2011;Leste;Ana Maria;Esporte e Lazer;R$ 3.804,10;R$ 76,08
21/09/2011;Centro;Ana Maria;Roupas e Acessórios;R$ 4.667,68;R$ 93,35
22/09/2011;Sul;José Luiz;Móveis e Decoração;R$ 2.732,73;R$ 54,65
